2025-06-20 07:39:04.015019,EUR_USD,sell
2025-06-20 07:41:03.945247,EUR_USD,sell
2025-06-20 07:42:03.962736,EUR_USD,sell
2025-06-20 07:43:03.832809,EUR_USD,sell
2025-06-20 07:44:03.859357,EUR_USD,sell
2025-06-20 07:45:04.123717,EUR_USD,sell
2025-06-20 07:46:04.046687,EUR_USD,sell
2025-06-20 07:47:03.960259,EUR_USD,sell
2025-06-20 07:48:03.954738,EUR_USD,sell
2025-06-20 07:49:04.066338,EUR_USD,sell
2025-06-20 08:10:04.171023,EUR_USD,buy
2025-06-20 08:11:04.345919,EUR_USD,buy
2025-06-20 08:12:04.369948,EUR_USD,buy
2025-06-20 08:32:20.026605,EUR_USD,buy
2025-06-20 08:33:19.777716,EUR_USD,buy
2025-06-20 08:34:19.942748,EUR_USD,buy
2025-06-20 08:35:19.889359,EUR_USD,buy
2025-06-20 08:36:19.838043,EUR_USD,buy
2025-06-20 08:37:19.931383,EUR_USD,buy
2025-06-20 08:38:19.940781,EUR_USD,buy
2025-06-20 09:41:37.307407,EUR_USD,buy
2025-06-23 08:18:39.548117,EUR_USD,buy
2025-06-23 08:19:39.582414,EUR_USD,buy
2025-06-23 08:20:39.617737,EUR_USD,buy
2025-06-23 08:21:39.869867,EUR_USD,buy
2025-06-23 08:22:39.430749,EUR_USD,buy
2025-06-23 08:23:39.611314,EUR_USD,buy
2025-06-23 08:24:39.759608,EUR_USD,buy
2025-06-23 08:25:39.596002,EUR_USD,buy
2025-06-23 08:26:39.695250,EUR_USD,buy
2025-06-23 08:27:39.641427,EUR_USD,buy
2025-06-23 12:08:44.629724,CAD_JPY,buy
2025-06-23 12:10:44.970161,CAD_JPY,buy
2025-06-23 12:11:44.773214,CAD_JPY,buy
2025-06-23 12:12:44.988276,CAD_JPY,buy
2025-06-23 12:13:44.644073,CAD_JPY,buy
2025-06-23 12:14:44.921831,CAD_JPY,buy
2025-06-23 12:15:44.870247,CAD_JPY,buy
2025-06-23 12:16:44.663923,CAD_JPY,buy
2025-06-23 12:17:44.679159,CAD_JPY,buy
2025-06-23 12:18:44.728442,CAD_JPY,buy
2025-06-24 07:10:12.555352,EUR_USD,buy
2025-06-24 07:11:12.396084,EUR_USD,buy
2025-06-24 07:12:12.410905,EUR_USD,buy
2025-06-24 07:13:12.330366,EUR_USD,buy
2025-06-24 07:14:12.290511,EUR_USD,buy
2025-06-24 07:15:12.351994,EUR_USD,buy
2025-06-24 07:16:12.506252,EUR_USD,buy
2025-06-24 07:17:12.396295,EUR_USD,buy
2025-06-24 07:18:12.360115,EUR_USD,buy
2025-06-24 07:19:12.704000,EUR_USD,buy
2025-06-24 07:56:40.036471,EUR_USD,sell
2025-06-24 07:56:45.658081,EUR_USD,sell
2025-06-24 07:56:45.965245,EUR_USD,sell
2025-06-24 07:56:46.306543,EUR_USD,sell
2025-06-24 08:05:34.294123,EUR_USD,buy
2025-06-24 08:06:34.218961,EUR_USD,buy
2025-06-24 08:07:34.183826,EUR_USD,buy
2025-06-24 08:08:34.349483,EUR_USD,buy
2025-06-24 08:09:34.209752,EUR_USD,buy
2025-06-24 08:10:34.219778,EUR_USD,buy
2025-06-24 08:11:34.352537,EUR_USD,buy
2025-06-24 08:12:34.344970,EUR_USD,buy
2025-06-24 08:13:34.236681,EUR_USD,buy
2025-06-24 08:14:34.338044,EUR_USD,buy
2025-06-24 08:59:59.056815,EUR_USD,sell
2025-06-24 09:00:35.010491,EUR_USD,sell
2025-06-24 09:00:59.095359,EUR_USD,sell
2025-06-24 09:01:34.509735,EUR_USD,sell
2025-06-24 09:01:59.183595,EUR_USD,sell
2025-06-24 09:02:34.750687,EUR_USD,sell
2025-06-24 09:02:59.102711,EUR_USD,sell
2025-06-24 09:03:34.559285,EUR_USD,sell
2025-06-24 09:03:59.139422,EUR_USD,sell
2025-06-24 09:04:34.518659,EUR_USD,sell
2025-06-24 09:04:59.103075,EUR_USD,sell
2025-06-24 09:05:34.724725,EUR_USD,sell
2025-06-24 09:05:59.158685,EUR_USD,sell
2025-06-24 09:06:34.449009,EUR_USD,sell
2025-06-24 09:06:59.113934,EUR_USD,sell
2025-06-24 09:07:34.687209,EUR_USD,sell
2025-06-24 09:07:59.287834,EUR_USD,sell
2025-06-24 09:08:59.533862,EUR_USD,sell
2025-06-24 09:40:59.746741,EUR_USD,buy
2025-06-24 09:41:59.413357,EUR_USD,buy
2025-06-24 09:42:59.391340,EUR_USD,buy
2025-06-24 09:45:59.433433,EUR_USD,buy
2025-06-24 10:43:51.104724,EUR_USD,buy
2025-06-24 10:44:51.104104,EUR_USD,buy
2025-06-24 10:45:50.942505,EUR_USD,buy
2025-06-24 10:46:51.191300,EUR_USD,buy
2025-06-24 10:47:51.018956,EUR_USD,buy
